Model;Run;File;Class;MethodName;Signature;Has_UC_Annotation;UC_Action;UC_References
Gemini-2.5-Pro-Preview-05-06;3;Gemini-2.5-Pro-Preview-05-06_run3.json;UserCredentials;resetFailedLoginAttempts;+ resetFailedLoginAttempts ();VRAI;Reset failed login attempts on successful login;2.0
Gemini-2.5-Pro-Preview-05-06;3;Gemini-2.5-Pro-Preview-05-06_run3.json;UserCredentials;updatePassword;+ updatePassword (newPassword : String);VRAI;Update the password;3.0
Gemini-2.5-Pro-Preview-05-06;3;Gemini-2.5-Pro-Preview-05-06_run3.json;UserCredentials;validatePasswordResetToken;+ validatePasswordResetToken (token : String) : Boolean;VRAI;Validate the provided password reset token;3.0
Gemini-2.5-Pro-Preview-05-06;3;Gemini-2.5-Pro-Preview-05-06_run3.json;UserCredentials;validatePasswordStrength;+ validatePasswordStrength () : ValidationResult;VRAI;Validate password strength;1.0
Gemini-2.5-Pro-Preview-05-06;3;Gemini-2.5-Pro-Preview-05-06_run3.json;UserCredentials;verifyPassword;+ verifyPassword (password : String) : Boolean;VRAI;Validate credentials (password check part);2.0
Gemini-2.5-Pro-Preview-05-06;3;Gemini-2.5-Pro-Preview-05-06_run3.json;UserProfile;setDeactivationReason;+ setDeactivationReason (reason : String);VRAI;Record deactivation reason;15.0
Gemini-2.5-Pro-Preview-05-06;3;Gemini-2.5-Pro-Preview-05-06_run3.json;UserProfile;updateEmail;+ updateEmail (newEmail : String);FAUX;;
Gemini-2.5-Pro-Preview-05-06;3;Gemini-2.5-Pro-Preview-05-06_run3.json;UserProfile;updateProfile;+ updateProfile (name : String, phone : String, address : Address);VRAI;Update user profile information;4.0
Gemini-2.5-Pro-Preview-05-06;3;Gemini-2.5-Pro-Preview-05-06_run3.json;UserProfile;updateRole;+ updateRole (newRole : UserRole);VRAI;System updates the userÇ½ƒ?ªƒ?½s role (actual state change);20.0
Gemini-2.5-Pro-Preview-05-06;3;Gemini-2.5-Pro-Preview-05-06_run3.json;UserProfile;validateEmailFormat;+ validateEmailFormat () : ValidationResult;VRAI;Validate email format;1.0
Gemini-2.5-Pro-Preview-05-06;3;Gemini-2.5-Pro-Preview-05-06_run3.json;UserProfile;verifyEmail;+ verifyEmail ();VRAI;Mark the email as verified;1.0
Gemini-2.5-Pro-Preview-05-06;3;Gemini-2.5-Pro-Preview-05-06_run3.json;WasteJourney;cancelJourney;+ cancelJourney ();VRAI;Cancel tracking if the service request is cancelled;12.0
Gemini-2.5-Pro-Preview-05-06;3;Gemini-2.5-Pro-Preview-05-06_run3.json;WasteJourney;completeJourney;+ completeJourney ();FAUX;;
Gemini-2.5-Pro-Preview-05-06;3;Gemini-2.5-Pro-Preview-05-06_run3.json;WasteJourney;getCurrentLocation;+ getCurrentLocation () : Address;VRAI;Get current location;10.0
Gemini-2.5-Pro-Preview-05-06;3;Gemini-2.5-Pro-Preview-05-06_run3.json;WasteJourney;getStages;+ getStages () : Stage[];VRAI;Get completed stages;10.0
Gemini-2.5-Pro-Preview-05-06;3;Gemini-2.5-Pro-Preview-05-06_run3.json;WasteJourney;getStatus;+ getStatus () : TrackingStatus;VRAI;Get current tracking status;10.0
Gemini-2.5-Pro-Preview-05-06;3;Gemini-2.5-Pro-Preview-05-06_run3.json;WasteJourney;recordStage;+ recordStage (stage : Stage, location : Address);FAUX;;
Gemini-2.5-Pro-Preview-05-06;3;Gemini-2.5-Pro-Preview-05-06_run3.json;WasteJourney;startTracking;+ startTracking () : String;FAUX;;
Gemini-2.5-Pro-Preview-05-06;3;Gemini-2.5-Pro-Preview-05-06_run3.json;WasteJourney;updateLocation;+ updateLocation (location : Address);FAUX;;
Gemini-2.5-Pro-Preview-05-06;4;Gemini-2.5-Pro-Preview-05-06_run4.json;CollectionPoint;addOperatingHours;+ addOperatingHours (hours : OpeningHours);VRAI;Add a new operating hours entry.;19.0
Gemini-2.5-Pro-Preview-05-06;4;Gemini-2.5-Pro-Preview-05-06_run4.json;CollectionPoint;removeOperatingHours;+ removeOperatingHours (hours : OpeningHours);VRAI;Remove an existing operating hours entry.;19.0
Gemini-2.5-Pro-Preview-05-06;4;Gemini-2.5-Pro-Preview-05-06_run4.json;CollectionPoint;setLocationAddress;+ setLocationAddress (address : Address);VRAI;Set or update the address where the collection point is located.;19.0
Gemini-2.5-Pro-Preview-05-06;4;Gemini-2.5-Pro-Preview-05-06_run4.json;CollectionPoint;updateDetails;+ updateDetails (name : String, type : PointType, position : Coordinates, operatingHours : OpeningHours[]);VRAI;Update the details of a collection point.;19.0
Gemini-2.5-Pro-Preview-05-06;4;Gemini-2.5-Pro-Preview-05-06_run4.json;Product;publishListing;+ publishListing ();VRAI;Set the listing status to PUBLISHED and record listed date.;5.0
Gemini-2.5-Pro-Preview-05-06;4;Gemini-2.5-Pro-Preview-05-06_run4.json;Product;updateDetails;+ updateDetails (name : String, description : String, category : ProductCategory, inventory : Integer);VRAI;Update details of an existing product listing.;13.0
Gemini-2.5-Pro-Preview-05-06;4;Gemini-2.5-Pro-Preview-05-06_run4.json;Product;validateDetails;+ validateDetails () : ValidationResult;VRAI;Validate the product's core details before publishing.;5.0
Gemini-2.5-Pro-Preview-05-06;4;Gemini-2.5-Pro-Preview-05-06_run4.json;RoleManager;assignRole;+ assignRole (userAccount : UserAccount, newRole : UserRole);VRAI;Assign a new role to a user, potentially creating associated entities like ServiceProvider.;20.0
Gemini-2.5-Pro-Preview-05-06;4;Gemini-2.5-Pro-Preview-05-06_run4.json;ServiceProvider;updateCompanyName;+ updateCompanyName (companyName : String);FAUX;;
Gemini-2.5-Pro-Preview-05-06;4;Gemini-2.5-Pro-Preview-05-06_run4.json;ServiceRequest;acceptRequest;+ acceptRequest (provider : ServiceProvider);FAUX;;
Gemini-2.5-Pro-Preview-05-06;4;Gemini-2.5-Pro-Preview-05-06_run4.json;ServiceRequest;cancelByUser;+ cancelByUser (canceller : UserProfile);VRAI;Cancel the service request by the user.;12.0
Gemini-2.5-Pro-Preview-05-06;4;Gemini-2.5-Pro-Preview-05-06_run4.json;ServiceRequest;completeCollection;+ completeCollection ();VRAI;Mark the collection request as completed.;8.0
Gemini-2.5-Pro-Preview-05-06;4;Gemini-2.5-Pro-Preview-05-06_run4.json;ServiceRequest;completeTransport;+ completeTransport ();VRAI;Mark the transport request as completed.;9.0
Gemini-2.5-Pro-Preview-05-06;4;Gemini-2.5-Pro-Preview-05-06_run4.json;ServiceRequest;linkWasteJourney;+ linkWasteJourney (journey : WasteJourney);VRAI;Associate a waste journey with this service request.;8.0
Gemini-2.5-Pro-Preview-05-06;4;Gemini-2.5-Pro-Preview-05-06_run4.json;ServiceRequest;proposeTimes;+ proposeTimes (proposedTimes : TimeRange[]);VRAI;Service provider proposes alternative time slots if the requested one isn't feasible.;8.0
Gemini-2.5-Pro-Preview-05-06;4;Gemini-2.5-Pro-Preview-05-06_run4.json;ServiceRequest;schedule;+ schedule (scheduledTime : TimeRange);FAUX;;
Gemini-2.5-Pro-Preview-05-06;4;Gemini-2.5-Pro-Preview-05-06_run4.json;TransportRequest;planRoute;+ planRoute (waypoints : Coordinates[]);VRAI;Define the waypoints for the transport route.;9.0
Gemini-2.5-Pro-Preview-05-06;4;Gemini-2.5-Pro-Preview-05-06_run4.json;UserAccount;deactivateAccount;+ deactivateAccount (reason : String);FAUX;;
Gemini-2.5-Pro-Preview-05-06;4;Gemini-2.5-Pro-Preview-05-06_run4.json;UserAccount;isActive;+ isActive () : Boolean;VRAI;Check if the account status is ACTIVE.;2.0
Gemini-2.5-Pro-Preview-05-06;4;Gemini-2.5-Pro-Preview-05-06_run4.json;UserAccount;lockAccount;+ lockAccount (lockedDate : Date);VRAI;Set account status to LOCKED and record lock date.;2.0
Gemini-2.5-Pro-Preview-05-06;4;Gemini-2.5-Pro-Preview-05-06_run4.json;UserCredentials;generatePasswordResetToken;+ generatePasswordResetToken () : String;VRAI;Generate and store a password reset token with an expiration date.;3.0
Gemini-2.5-Pro-Preview-05-06;4;Gemini-2.5-Pro-Preview-05-06_run4.json;UserCredentials;isValidPasswordResetToken;+ isValidPasswordResetToken (token : String) : Boolean;VRAI;Check if the provided token matches the stored one and has not expired.;3.0
Gemini-2.5-Pro-Preview-05-06;4;Gemini-2.5-Pro-Preview-05-06_run4.json;UserCredentials;matchesPassword;+ matchesPassword (passwordAttempt : String) : Boolean;VRAI;Verify provided password against stored hash.;2.0
Gemini-2.5-Pro-Preview-05-06;4;Gemini-2.5-Pro-Preview-05-06_run4.json;UserCredentials;recordFailedLoginAttempt;+ recordFailedLoginAttempt ();VRAI;Increment failed login attempt counter.;2.0
Gemini-2.5-Pro-Preview-05-06;4;Gemini-2.5-Pro-Preview-05-06_run4.json;UserCredentials;recordSuccessfulLogin;+ recordSuccessfulLogin ();VRAI;Record the timestamp of a successful login and reset failed attempts.;2.0
Gemini-2.5-Pro-Preview-05-06;4;Gemini-2.5-Pro-Preview-05-06_run4.json;UserCredentials;resetPassword;+ resetPassword (newEncryptedPassword : String);VRAI;Update the encrypted password and clear the reset token.;3.0
Gemini-2.5-Pro-Preview-05-06;4;Gemini-2.5-Pro-Preview-05-06_run4.json;UserCredentials;shouldLockAccount;+ shouldLockAccount () : Boolean;VRAI;Check if failed login attempts exceed threshold.;2.0
Gemini-2.5-Pro-Preview-05-06;4;Gemini-2.5-Pro-Preview-05-06_run4.json;UserProfile;changeRole;+ changeRole (newRole : UserRole);VRAI;Change the user's role.;20.0
Gemini-2.5-Pro-Preview-05-06;4;Gemini-2.5-Pro-Preview-05-06_run4.json;UserProfile;isEmailVerified;+ isEmailVerified () : Boolean;VRAI;Check if the user's email address has been verified.;2.0
Gemini-2.5-Pro-Preview-05-06;4;Gemini-2.5-Pro-Preview-05-06_run4.json;UserProfile;recordDeactivation;- recordDeactivation (reason : String);VRAI;Record the reason for account deactivation.;15.0
Gemini-2.5-Pro-Preview-05-06;4;Gemini-2.5-Pro-Preview-05-06_run4.json;UserProfile;recordLockDate;- recordLockDate (lockedDate : Date);VRAI;Record the date the account was locked.;2.0
Gemini-2.5-Pro-Preview-05-06;4;Gemini-2.5-Pro-Preview-05-06_run4.json;UserProfile;updateProfileDetails;+ updateProfileDetails (name : String, phoneNumber : String, address : Address);FAUX;;
Gemini-2.5-Pro-Preview-05-06;4;Gemini-2.5-Pro-Preview-05-06_run4.json;UserProfile;verifyEmail;+ verifyEmail ();VRAI;Mark email as verified.;1.0
Gemini-2.5-Pro-Preview-05-06;4;Gemini-2.5-Pro-Preview-05-06_run4.json;WasteJourney;cancelJourney;+ cancelJourney ();VRAI;Cancel the waste journey.;12.0
Gemini-2.5-Pro-Preview-05-06;4;Gemini-2.5-Pro-Preview-05-06_run4.json;WasteJourney;completeJourney;+ completeJourney ();VRAI;Mark the waste journey as completed.;9.0
Gemini-2.5-Pro-Preview-05-06;4;Gemini-2.5-Pro-Preview-05-06_run4.json;WasteJourney;startJourney;+ startJourney (trackingCode : String, initialLocation : Address);VRAI;Start tracking a new waste journey.;8.0
Gemini-2.5-Pro-Preview-05-06;4;Gemini-2.5-Pro-Preview-05-06_run4.json;WasteJourney;updateJourneyStage;+ updateJourneyStage (stage : Stage, location : Address);VRAI;Update the current stage and location of the waste journey.;9.0
Gemini-2.5-Pro-Preview-05-06;5;Gemini-2.5-Pro-Preview-05-06_run5.json;Address;updateAddressDetails;+ updateAddressDetails (street : String, city : String, zipCode : String, country : String, position : Coordinates) : ValidationResult;VRAI;Update address details. Sets validationStatus to UNVERIFIED if critical fields change.;4.0
Gemini-2.5-Pro-Preview-05-06;5;Gemini-2.5-Pro-Preview-05-06_run5.json;Address;verifyAddress;+ verifyAddress () : ValidationResult;VRAI;Validate address consistency (e.g., for external verification, result could update validationStatus).;4.0
Gemini-2.5-Pro-Preview-05-06;5;Gemini-2.5-Pro-Preview-05-06_run5.json;CollectionPoint;changeOperatingProvider;+ changeOperatingProvider (newProvider : ServiceProvider);VRAI;Change the service provider operating this point. Validates newProvider's suitability.;19.0
Gemini-2.5-Pro-Preview-05-06;5;Gemini-2.5-Pro-Preview-05-06_run5.json;CollectionPoint;updateDetails;+ updateDetails (name : String, type : PointType, address : Address, newOperatingHours : OpeningHours[]) : ValidationResult;VRAI;Update collection point details. Validates input (e.g. using address.verifyAddress(), validateOperatingHours(newOperatingHours)).;19.0
Gemini-2.5-Pro-Preview-05-06;5;Gemini-2.5-Pro-Preview-05-06_run5.json;CollectionPoint;validateOperatingHours;+ validateOperatingHours (hoursToValidate : OpeningHours[]) : ValidationResult;VRAI;Validate operating hours consistency (e.g., no overlaps, valid TimeRanges).;19.0
Gemini-2.5-Pro-Preview-05-06;5;Gemini-2.5-Pro-Preview-05-06_run5.json;Product;archiveListing;+ archiveListing ();FAUX;;
Gemini-2.5-Pro-Preview-05-06;5;Gemini-2.5-Pro-Preview-05-06_run5.json;Product;publishListing;+ publishListing ();FAUX;;
Gemini-2.5-Pro-Preview-05-06;5;Gemini-2.5-Pro-Preview-05-06_run5.json;Product;rejectListing;+ rejectListing (rejectionReason : String);FAUX;;
Gemini-2.5-Pro-Preview-05-06;5;Gemini-2.5-Pro-Preview-05-06_run5.json;Product;reviseListing;+ reviseListing (name : String, description : String, category : ProductCategory, inventory : Integer) : ValidationResult;VRAI;Updates product details. Validates using validateDetails(). Sets lastUpdatedDate. May change listingStatus to PENDING_APPROVAL if was PUBLISHED and changes are significant.;13.0
Gemini-2.5-Pro-Preview-05-06;5;Gemini-2.5-Pro-Preview-05-06_run5.json;Product;submitForPublication;+ submitForPublication ();VRAI;Validates details using validateDetails(). If valid, sets listingStatus to PENDING_APPROVAL (or PUBLISHED, based on rules/requester role) and updates listedDate and lastUpdatedDate.;5.0
Gemini-2.5-Pro-Preview-05-06;5;Gemini-2.5-Pro-Preview-05-06_run5.json;Product;validateDetails;+ validateDetails () : ValidationResult;FAUX;;
Gemini-2.5-Pro-Preview-05-06;5;Gemini-2.5-Pro-Preview-05-06_run5.json;RoleManager;validateRoleAssignment;+ validateRoleAssignment (profileToUpdate : UserProfile, newRole : UserRole, assigningManagerProfile : UserProfile) : ValidationResult;VRAI;Validates if the assigningManagerProfile is authorized to assign newRole to profileToUpdate, and if the transition is valid.;20.0
Gemini-2.5-Pro-Preview-05-06;5;Gemini-2.5-Pro-Preview-05-06_run5.json;SearchFilter;validate;+ validate () : ValidationResult;VRAI;Validate search filter criteria (e.g., maxDistance is positive, location is valid).;14.0
Gemini-2.5-Pro-Preview-05-06;5;Gemini-2.5-Pro-Preview-05-06_run5.json;ServiceProvider;updateCompanyDetails;+ updateCompanyDetails (companyName : String);FAUX;;
Gemini-2.5-Pro-Preview-05-06;5;Gemini-2.5-Pro-Preview-05-06_run5.json;ServiceProvider;updateOperatingHours;+ updateOperatingHours (newHours : OpeningHours[]);VRAI;Update the provider's operating hours. Validates consistency of hours.;18.0
Gemini-2.5-Pro-Preview-05-06;5;Gemini-2.5-Pro-Preview-05-06_run5.json;ServiceProvider;updateServiceableVehicleTypes;+ updateServiceableVehicleTypes (vehicleTypes : VehicleType[]);VRAI;Update the vehicle types the provider services with.;18.0
Gemini-2.5-Pro-Preview-05-06;5;Gemini-2.5-Pro-Preview-05-06_run5.json;ServiceRequest;cancel;+ cancel (cancellingUser : UserProfile, reason : String);FAUX;;
Gemini-2.5-Pro-Preview-05-06;5;Gemini-2.5-Pro-Preview-05-06_run5.json;ServiceRequest;complete;+ complete ();FAUX;;
Gemini-2.5-Pro-Preview-05-06;5;Gemini-2.5-Pro-Preview-05-06_run5.json;ServiceRequest;schedule;+ schedule (provider : ServiceProvider, scheduledTimeValue : TimeRange) : WasteJourney;FAUX;;
Gemini-2.5-Pro-Preview-05-06;5;Gemini-2.5-Pro-Preview-05-06_run5.json;UserAccount;approveAccount;+ approveAccount ();VRAI;Platform Manager approves the account. Sets accountStatus = ACTIVE from PENDING_APPROVAL.;18.0
Gemini-2.5-Pro-Preview-05-06;5;Gemini-2.5-Pro-Preview-05-06_run5.json;UserAccount;deactivate;+ deactivate (reason : String);VRAI;Deactivate the user account. Sets accountStatus = DEACTIVATED. Calls profile.setDeactivationReason(reason).;15.0
Gemini-2.5-Pro-Preview-05-06;5;Gemini-2.5-Pro-Preview-05-06_run5.json;UserAccount;initializeServiceProviderProfile;+ initializeServiceProviderProfile (companyName : String) : ServiceProvider;VRAI;Creates a new ServiceProvider record and links it to this account. To be called when role becomes SERVICE_PROVIDER.;20.0
Gemini-2.5-Pro-Preview-05-06;5;Gemini-2.5-Pro-Preview-05-06_run5.json;UserAccount;isActive;+ isActive () : Boolean;VRAI;Check if account status is ACTIVE. Returns true if accountStatus is ACTIVE.;2.0
Gemini-2.5-Pro-Preview-05-06;5;Gemini-2.5-Pro-Preview-05-06_run5.json;UserAccount;lock;+ lock ();VRAI;Lock the account. Sets accountStatus = LOCKED. Calls profile.setAccountLockedDate().;2.0
Gemini-2.5-Pro-Preview-05-06;5;Gemini-2.5-Pro-Preview-05-06_run5.json;UserAccount;suspend;+ suspend ();VRAI;Suspend the account. Sets accountStatus = SUSPENDED.;18.0
Gemini-2.5-Pro-Preview-05-06;5;Gemini-2.5-Pro-Preview-05-06_run5.json;UserAccount;unsuspend;+ unsuspend ();VRAI;Unsuspend the account. Sets accountStatus = ACTIVE from SUSPENDED.;18.0
Gemini-2.5-Pro-Preview-05-06;5;Gemini-2.5-Pro-Preview-05-06_run5.json;UserCredentials;completePasswordReset;+ completePasswordReset (token : String, newPassword : String) : Boolean;VRAI;"Verify token; if valid, calls setPassword(newPassword) and clears passwordResetToken. Returns true on success.";3.0
Gemini-2.5-Pro-Preview-05-06;5;Gemini-2.5-Pro-Preview-05-06_run5.json;UserCredentials;generateVerificationToken;+ generateVerificationToken () : String;VRAI;Generate, store (in passwordResetToken, tokenExpirationDate), and return an email verification token.;1.0
Gemini-2.5-Pro-Preview-05-06;5;Gemini-2.5-Pro-Preview-05-06_run5.json;UserCredentials;getFailedLoginAttempts;+ getFailedLoginAttempts () : Integer;VRAI;Get current value of failedLoginAttempts.;2.0
Gemini-2.5-Pro-Preview-05-06;5;Gemini-2.5-Pro-Preview-05-06_run5.json;UserCredentials;incrementFailedLoginAttempts;+ incrementFailedLoginAttempts ();VRAI;Increment failedLoginAttempts.;2.0
Gemini-2.5-Pro-Preview-05-06;5;Gemini-2.5-Pro-Preview-05-06_run5.json;UserCredentials;initiatePasswordReset;+ initiatePasswordReset () : String;VRAI;Generate, store (in passwordResetToken, tokenExpirationDate) a new password reset token, and return it.;3.0
Gemini-2.5-Pro-Preview-05-06;5;Gemini-2.5-Pro-Preview-05-06_run5.json;UserCredentials;isValidVerificationToken;+ isValidVerificationToken (token : String) : Boolean;VRAI;Check if the provided token matches stored passwordResetToken and is not expired.;1.0
Gemini-2.5-Pro-Preview-05-06;5;Gemini-2.5-Pro-Preview-05-06_run5.json;UserCredentials;resetFailedLoginAttempts;+ resetFailedLoginAttempts ();VRAI;Reset failedLoginAttempts to 0.;2.0
Gemini-2.5-Pro-Preview-05-06;5;Gemini-2.5-Pro-Preview-05-06_run5.json;UserCredentials;setPassword;+ setPassword (newPassword : String);FAUX;;
